#LOCATION AND RADIUS OF ALL RESONANT CIRCLES
# k   h         D (ER)         R (ER)
#====================================================
 10   1  1.3440642E+00  1.1154215E+00
 10   3 -1.8831725E+01  1.8989140E+01
 10   7 -8.2062369E-01  9.0009938E-01
 10   9 -5.8439692E-01  6.3402251E-01
 10  11 -4.6120256E-01  4.8310062E-01
 10  13 -3.8487081E-01  3.7967374E-01
 10  17 -2.9434882E-01  2.3115625E-01
 10  19 -2.6504897E-01  1.6607341E-01
 10  21 -2.4181054E-01  9.1086565E-02
 11   1  1.2667100E+00  1.0330502E+00
 11   2  2.6135153E+00  2.4203598E+00
 11   3  2.4151178E+01  2.3986483E+01
 11   4 -3.7999630E+00  3.9419120E+00
 11   5 -1.8413389E+00  1.9639071E+00
 11   6 -1.2425226E+00  1.3479142E+00
 11   7 -9.5027556E-01  1.0400246E+00
 11   8 -7.7622682E-01  8.5143730E-01
 11   9 -6.6024828E-01  7.2172656E-01
 11  10 -5.7715638E-01  6.2548852E-01
 11  12 -4.6552655E-01  4.8866127E-01
 11  13 -4.2606187E-01  4.3687324E-01
 11  14 -3.9354492E-01  3.9205302E-01
 11  15 -3.6625104E-01  3.5235361E-01
 11  16 -3.4298679E-01  3.1644880E-01
 11  17 -3.2289943E-01  2.8333128E-01
 11  18 -3.0536302E-01  2.5218181E-01
 11  19 -2.8990744E-01  2.2226997E-01
 11  20 -2.7617253E-01  1.9285513E-01
 11  21 -2.6387756E-01  1.6304132E-01
 11  23 -2.4276292E-01  9.5214695E-02
 11  24 -2.3362049E-01  4.1927678E-02
 12   1  1.2070321E+00  9.6893676E-01
 12   5 -2.3312538E+00  2.4615782E+00
 12   7 -1.0995083E+00  1.1982244E+00
 12  11 -5.7127607E-01  6.1853348E-01
 12  13 -4.6920170E-01  4.9336804E-01
 12  17 -3.5225135E-01  3.3101808E-01
 12  19 -3.1531251E-01  2.7015608E-01
 12  23 -2.6291066E-01  1.6050189E-01
 12  25 -2.4356339E-01  9.8557807E-02
 13   1  1.1595029E+00  9.1744684E-01
 13   2  2.0060430E+00  1.8022416E+00
 13   3  5.1750440E+00  4.9981495E+00
 13   4 -1.2621091E+01  1.2776530E+01
 13   5 -3.0334880E+00  3.1707197E+00
 13   6 -1.7736771E+00  1.8948563E+00
 13   7 -1.2735175E+00  1.3801693E+00
 13   8 -1.0036979E+00  1.0969458E+00
 13   9 -8.3419238E-01  9.1488506E-01
 13  10 -7.1744535E-01  7.8623241E-01
 13  11 -6.3191270E-01  6.8929235E-01
 13  12 -5.6640551E-01  6.1275570E-01
 13  14 -4.7236392E-01  4.9740398E-01
 13  15 -4.3736566E-01  4.5196113E-01
 13  16 -4.0781459E-01  4.1200630E-01
 13  17 -3.8250359E-01  3.7625936E-01
 13  18 -3.6056024E-01  3.4377180E-01
 13  19 -3.4133796E-01  3.1381366E-01
 13  20 -3.2434716E-01  2.8579925E-01
 13  21 -3.0921012E-01  2.5923431E-01
 13  22 -2.9563062E-01  2.3367372E-01
 13  23 -2.8337301E-01  2.0868047E-01
 13  24 -2.7224740E-01  1.8377389E-01
 13  25 -2.6209902E-01  1.5834334E-01
 13  27 -2.4424560E-01  1.0132502E-01
 13  28 -2.3634578E-01  6.2600953E-02
 14   1  1.1206925E+00  8.7506993E-01
 14   3  3.9160285E+00  3.7339395E+00
 14   5 -4.1267382E+00  4.2701819E+00
 14   9 -9.3498347E-01  1.0236615E+00
 14  11 -6.9697450E-01  7.6327966E-01
 14  13 -5.6230513E-01  6.0787924E-01
 14  15 -4.7511361E-01  5.0090320E-01
 14  17 -4.1375491E-01  4.2017619E-01
 14  19 -3.6805511E-01  3.5504992E-01
 14  23 -3.0419485E-01  2.5001266E-01
 14  25 -2.8089940E-01  2.0335409E-01
 14  27 -2.6140802E-01  1.5648548E-01
 14  29 -2.4483397E-01  1.0365585E-01
 15   1  1.0883580E+00  8.3950074E-01
 15   2  1.7007196E+00  1.4882607E+00
 15   4  1.5916428E+01  1.5750051E+01
 15   7 -1.7273341E+00  1.8475027E+00
 15   8 -1.2973390E+00  1.4049207E+00
 15  11 -7.6707556E-01  8.4134825E-01
 15  13 -6.1281017E-01  6.6721609E-01
 15  14 -5.5880560E-01  6.0370822E-01
 15  16 -4.7752656E-01  5.0396623E-01
 15  17 -4.4610595E-01  4.6347965E-01
 15  19 -3.9553453E-01  3.9486464E-01
 15  22 -3.4014051E-01  3.1189142E-01
 15  23 -3.2541852E-01  2.8761667E-01
 15  26 -2.8894173E-01  2.2030218E-01
 15  28 -2.6945131E-01  1.7707398E-01
 15  29 -2.6081262E-01  1.5486926E-01
 15  31 -2.4534661E-01  1.0564745E-01
 15  32 -2.3839282E-01  7.4510315E-02
 16   1  1.0609699E+00  8.0916045E-01
 16   3  2.7790130E+00  2.5878841E+00
 16   5 -1.0476308E+01  1.0630529E+01
 16   7 -2.0319686E+00  2.1579766E+00
 16   9 -1.1734169E+00  1.2757741E+00
 16  11 -8.4292953E-01  9.2438610E-01
 16  13 -6.6635904E-01  7.2867641E-01
 16  15 -5.5578385E-01  6.0009975E-01
 16  17 -4.7966108E-01  5.0666996E-01
 16  19 -4.2384736E-01  4.3389044E-01
 16  21 -3.8104114E-01  3.7414188E-01
 16  23 -3.4708476E-01  3.2294149E-01
 16  25 -3.1943302E-01  2.7736353E-01
 16  27 -2.9643842E-01  2.3525001E-01
 16  29 -2.7698619E-01  1.9469454E-01
 16  31 -2.6029426E-01  1.5345019E-01
 16  33 -2.4579727E-01  1.0736973E-01
 16  35 -2.3307598E-01  3.6441131E-02
 17   1  1.0374484E+00  7.8292990E-01
 17   2  1.5161644E+00  1.2964683E+00
 17   3  2.4734702E+00  2.2783684E+00
 17   4  5.6675607E+00  5.4920490E+00
 17   5 -3.0331775E+01  3.0490722E+01
 17   6 -4.3711796E+00  4.5155997E+00
 17   7 -2.4158317E+00  2.5471907E+00
 17   8 -1.6936045E+00  1.8130047E+00
 17   9 -1.3162195E+00  1.4245158E+00
 17  10 -1.0835684E+00  1.1814380E+00
 17  11 -9.2537459E-01  1.0133626E+00
 17  12 -8.1057398E-01  8.8912328E-01
 17  13 -7.2330354E-01  7.9277583E-01
 17  14 -6.5461105E-01  7.1530168E-01
 17  15 -5.9905812E-01  6.5120683E-01
 17  16 -5.5314827E-01  5.9694711E-01
 17  18 -4.8156273E-01  5.0907417E-01
 17  19 -4.5306653E-01  4.7256758E-01
 17  20 -4.2817065E-01  4.3970520E-01
 17  21 -4.0621819E-01  4.0979762E-01
 17  22 -3.8670409E-01  3.8230712E-01
 17  23 -3.6923351E-01  3.5680504E-01
 17  24 -3.5349320E-01  3.3294214E-01
 17  25 -3.3923141E-01  3.1042718E-01
 17  26 -3.2624340E-01  2.8901088E-01
 17  27 -3.1436096E-01  2.6847316E-01
 17  28 -3.0344454E-01  2.4861233E-01
 17  29 -2.9337739E-01  2.2923470E-01
 17  30 -2.8406104E-01  2.1014317E-01
 17  31 -2.7541185E-01  1.9112263E-01
 17  32 -2.6735831E-01  1.7191771E-01
 17  33 -2.5983891E-01  1.5219413E-01
 17  35 -2.4619653E-01  1.0887442E-01
 17  36 -2.3998681E-01  8.2638428E-02
 17  37 -2.3413573E-01  4.6533218E-02
 18   1  1.0170093E+00  7.5999266E-01
 18   5  4.2238838E+01  4.2075526E+01
 18   7 -2.9150387E+00  3.0513293E+00
 18  11 -1.0154051E+00  1.1093733E+00
 18  13 -7.8404140E-01  8.6003610E-01
 18  17 -5.5082927E-01  5.9416899E-01
 18  19 -4.8326766E-01  5.1122608E-01
 18  23 -3.9190452E-01  3.8972727E-01
 18  25 -3.5942607E-01  3.4204704E-01
 18  29 -3.1000777E-01  2.6067980E-01
 18  31 -2.9071802E-01  2.2391151E-01
 18  35 -2.5943572E-01  1.5107441E-01
 18  37 -2.4655272E-01  1.1020066E-01
 19   1  9.9906856E-01  7.3973844E-01
 19   2  1.3921005E+00  1.1662275E+00
 19   3  2.0776470E+00  1.8754622E+00
 19   4  3.7071367E+00  3.5238261E+00
 19   5  1.3279382E+01  1.3112020E+01
 19   6 -9.3893051E+00  9.5426995E+00
 19   7 -3.5914933E+00  3.7323517E+00
 19   8 -2.2607010E+00  2.3901060E+00
 19   9 -1.6679551E+00  1.7867514E+00
 19  10 -1.3315521E+00  1.4404146E+00
 19  11 -1.1142126E+00  1.2136893E+00
 19  12 -9.6190208E-01  1.0524438E+00
 19  13 -8.4902583E-01  9.3100653E-01
 19  14 -7.6188665E-01  8.3561800E-01
 19  15 -6.9248754E-01  7.5822972E-01
 19  16 -6.3584348E-01  6.9381315E-01
 19  17 -5.8868390E-01  6.3906026E-01
 19  18 -5.4877304E-01  5.9170235E-01
 19  20 -4.8480490E-01  5.1316344E-01
 19  21 -4.5874105E-01  4.7992375E-01
 19  22 -4.3568689E-01  4.4973441E-01
 19  23 -4.1513787E-01  4.2206752E-01
 19  24 -3.9669709E-01  3.9650291E-01
 19  25 -3.8004796E-01  3.7270028E-01
 19  26 -3.6493480E-01  3.5037917E-01
 19  27 -3.5114879E-01  3.2930435E-01
 19  28 -3.3851768E-01  3.0927464E-01
 19  29 -3.2689808E-01  2.9011432E-01
 19  30 -3.1616963E-01  2.7166593E-01
 19  31 -3.0623054E-01  2.5378415E-01
 19  32 -2.9699412E-01  2.3632986E-01
 19  33 -2.8838607E-01  2.1916387E-01
 19  34 -2.8034234E-01  2.0213938E-01
 19  35 -2.7280737E-01  1.8509161E-01
 19  36 -2.6573279E-01  1.6782186E-01
 19  37 -2.5907622E-01  1.5006989E-01
 19  39 -2.4687245E-01  1.1137868E-01
 19  40 -2.4126319E-01  8.8631731E-02
 19  41 -2.3594667E-01  6.0012378E-02
 20   1  9.8318230E-01  7.2170144E-01
 20   3  1.9419171E+00  1.7365536E+00
 20   7 -4.5609299E+00  4.7060378E+00
 20   9 -1.8883610E+00  2.0118388E+00
 20  11 -1.2232394E+00  1.3278169E+00
 20  13 -9.1877712E-01  1.0062834E+00
 20  17 -6.2822890E-01  6.8504901E-01
 20  19 -5.4693730E-01  5.8949756E-01
 20  21 -4.8619802E-01  5.1491685E-01
 20  23 -4.3897436E-01  4.5409049E-01
 20  27 -3.7006362E-01  3.5803857E-01
 20  29 -3.4406852E-01  3.1817041E-01
 20  31 -3.2196647E-01  2.8173335E-01
 20  33 -3.0292190E-01  2.4763358E-01
 20  37 -2.7171793E-01  1.8252078E-01
 20  39 -2.5875368E-01  1.4916360E-01
 20  41 -2.4716105E-01  1.1243217E-01
 20  43 -2.3672643E-01  6.4976008E-02
